,year_built,residential_units,commercial_units,land_sqft,gross_sqft,total_units,sale_price,NumBldgs,NumFloors,sale_month,sale_day
18546,1910,3,0,1810.0,3232.0,3,1375000.0,1.0,2.0,10,6
18547,1924,6,0,3592.0,3842.0,6,1375000.0,2.0,2.0,3,29
18548,1940,2,1,2000.0,3300.0,3,1375000.0,1.0,3.0,9,26
18553,1925,1,0,3300.0,2070.0,1,1375000.0,2.0,2.5,9,27
18554,1925,1,0,3000.0,3628.0,1,1375000.0,1.0,2.0,2,27
18555,1950,1,0,4472.0,3384.0,1,1375000.0,1.0,1.0,5,23
18556,1920,2,0,2800.0,2608.0,2,1375000.0,2.0,2.0,1,12
18560,1905,3,0,1786.0,2361.0,3,1375000.0,1.0,2.0,12,6
18561,1899,3,0,2003.0,2700.0,3,1375000.0,1.0,2.0,6,27
18612,1935,2,0,2248.0,1976.0,2,1374000.0,1.0,2.0,10,25
18655,1930,2,0,2500.0,3400.0,2,1370000.0,1.0,2.0,12,14
18657,1910,2,0,1750.0,2500.0,2,1370000.0,1.0,2.0,5,30
18658,1925,2,0,1792.0,2418.0,2,1370000.0,1.0,2.0,12,12
18659,2015,2,0,1620.0,2889.0,2,1370000.0,1.0,3.0,1,17
18660,1925,1,1,1200.0,2080.0,2,1370000.0,1.0,2.0,2,1
18674,1925,2,0,1992.0,3876.0,2,1368500.0,1.0,2.0,10,26
18682,1925,2,0,2730.0,2160.0,2,1367500.0,2.0,2.0,12,4
18718,1920,2,0,2000.0,2280.0,2,1365000.0,1.0,3.0,8,31
18719,1910,3,0,3000.0,2868.0,3,1365000.0,1.0,2.5,10,30
18721,1920,4,0,2800.0,2484.0,4,1365000.0,2.0,3.0,6,2
18722,2005,3,0,1850.0,3848.0,3,1365000.0,1.0,3.0,8,31
18723,1940,2,0,2410.0,2727.0,2,1365000.0,1.0,2.0,3,30
18799,1915,2,0,2500.0,2480.0,2,1360000.0,2.0,2.0,10,10
18800,1915,1,0,2000.0,2520.0,1,1360000.0,1.0,2.0,2,15
18801,1899,2,0,1750.0,2364.0,2,1360000.0,1.0,2.0,5,1
18802,1899,2,0,1700.0,1878.0,2,1360000.0,1.0,2.0,1,12
18803,1930,2,0,3333.0,1840.0,2,1360000.0,2.0,2.0,10,19
18804,1920,2,0,2400.0,2320.0,2,1360000.0,2.0,2.0,11,27
18805,1920,2,0,2400.0,2320.0,2,1360000.0,2.0,2.0,9,8
18807,1910,2,0,1800.0,1000.0,2,1360000.0,1.0,2.0,8,4
18808,1901,3,0,1750.0,2364.0,3,1360000.0,1.0,2.0,7,27
18811,1925,2,0,3750.0,2480.0,2,1360000.0,2.0,2.5,2,2
18813,1945,2,0,4500.0,2600.0,2,1360000.0,1.0,2.0,12,18
18828,1915,3,0,2000.0,2880.0,3,1359000.0,1.0,2.0,6,27
18838,1925,2,0,2504.0,2680.0,2,1356000.0,2.0,2.0,1,17
18851,1899,2,0,1200.0,2025.0,2,1355000.0,1.0,2.0,9,22
18852,1931,3,0,920.0,3700.0,3,1355000.0,1.0,3.0,5,16
18853,1930,2,0,2500.0,3400.0,2,1355000.0,1.0,2.0,9,7
18855,1920,2,0,4000.0,1680.0,2,1355000.0,1.0,2.0,5,24
18856,1935,1,0,3050.0,968.0,1,1355000.0,2.0,1.0,5,16
19184,1931,2,1,1917.0,2496.0,3,1350000.0,1.0,2.0,3,29
19185,1998,1,0,2733.0,2045.0,1,1350000.0,1.0,2.0,7,26
19186,1925,2,1,2600.0,3300.0,3,1350000.0,2.0,2.0,1,26
19187,1925,2,0,2000.0,2448.0,2,1350000.0,1.0,2.0,9,19
19188,1922,6,0,2500.0,5475.0,6,1350000.0,1.0,3.0,3,20
19189,1899,2,0,2000.0,2160.0,2,1350000.0,1.0,2.0,1,13
19190,1910,2,0,1700.0,2368.0,2,1350000.0,1.0,2.0,6,26
19191,1899,2,0,1742.0,2283.0,2,1350000.0,1.0,2.0,8,18
19192,1899,2,0,2000.0,2280.0,2,1350000.0,1.0,2.0,1,6
19193,1899,2,0,2000.0,2700.0,2,1350000.0,1.0,2.0,11,3
19194,1899,2,0,1875.0,2475.0,2,1350000.0,1.0,2.0,4,7
19195,0,0,0,2000.0,0.0,0,1350000.0,0.0,0.0,3,8
19200,1937,0,1,2500.0,3750.0,1,1350000.0,1.0,2.0,8,9
19201,1931,1,1,1078.0,2880.0,2,1350000.0,1.0,3.0,4,19
19202,1925,2,0,2400.0,1648.0,2,1350000.0,1.0,2.0,9,22
19203,1920,2,0,2500.0,2480.0,2,1350000.0,1.0,2.0,8,28
19204,1920,2,0,2600.0,2800.0,2,1350000.0,2.0,2.0,4,24
19205,1920,2,0,2400.0,2320.0,2,1350000.0,2.0,2.0,6,29
19206,1910,2,0,4007.0,4564.0,2,1350000.0,2.0,3.0,2,24
19207,1925,2,0,2500.0,2360.0,2,1350000.0,2.0,2.0,4,11
19208,1925,3,0,2513.0,3840.0,3,1350000.0,2.0,2.0,3,9
19209,1970,3,0,2034.0,3032.0,3,1350000.0,1.0,3.0,8,31
19210,1901,2,0,1800.0,2913.0,2,1350000.0,1.0,3.0,8,16
19211,1899,2,0,2000.0,2000.0,2,1350000.0,1.0,2.0,2,16
19212,1960,8,0,2500.0,6500.0,8,1350000.0,1.0,4.0,11,2
19213,1931,6,0,2000.0,3300.0,6,1350000.0,1.0,3.0,3,15
19214,1930,8,0,2000.0,2100.0,8,1350000.0,1.0,3.0,4,28
19217,1901,2,0,2884.0,3290.0,2,1350000.0,2.0,2.0,4,18
19218,1901,2,0,2012.0,3072.0,2,1350000.0,1.0,2.0,11,16
19219,1901,2,0,2300.0,3120.0,2,1350000.0,1.0,2.0,12,1
19220,1910,3,0,1600.0,2724.0,3,1350000.0,1.0,3.0,6,5
19221,1920,3,0,1800.0,2880.0,3,1350000.0,1.0,4.0,11,21
19223,1960,3,0,2000.0,3107.0,3,1350000.0,1.0,2.0,8,24
19224,1930,3,0,4000.0,2800.0,3,1350000.0,2.0,2.5,5,5
19225,1899,2,0,5125.0,2260.0,2,1350000.0,2.0,2.5,9,19
19227,1931,5,1,1679.0,4428.0,6,1350000.0,1.0,3.0,1,5
19229,1899,2,0,4850.0,2475.0,2,1350000.0,1.0,2.0,6,29
19231,1899,2,0,1875.0,2700.0,2,1350000.0,1.0,2.0,8,10
19232,1910,2,0,2000.0,1920.0,2,1350000.0,1.0,2.0,6,2
19237,1931,2,2,3600.0,4032.0,4,1350000.0,2.0,2.0,6,14
19238,1920,1,0,5000.0,2684.0,1,1350000.0,2.0,2.5,5,2
19239,1920,1,0,3000.0,1480.0,1,1350000.0,2.0,2.5,9,18
19240,1925,1,0,4000.0,1713.0,1,1350000.0,2.0,2.0,4,25
19241,1910,3,0,1805.0,2619.0,3,1350000.0,1.0,3.0,10,24
19242,1910,4,0,3965.0,3168.0,4,1350000.0,2.0,2.0,12,7
19243,1931,4,0,2400.0,3340.0,4,1350000.0,1.0,2.0,5,9
19249,1950,2,0,7340.0,3040.0,2,1350000.0,1.0,2.0,1,26
19250,1935,2,0,3200.0,2680.0,2,1350000.0,1.0,2.0,5,2
19251,1930,3,0,2667.0,2596.0,3,1350000.0,2.0,2.0,10,3
19252,1931,1,1,1640.0,1600.0,2,1350000.0,1.0,2.0,2,2
19253,1910,2,0,2003.0,2080.0,2,1350000.0,1.0,2.0,3,20
19254,1899,2,0,2003.0,2820.0,2,1350000.0,1.0,2.0,2,6
19255,1931,7,0,1978.0,2700.0,7,1350000.0,1.0,2.0,11,6
19256,1920,2,0,2000.0,1928.0,2,1350000.0,1.0,2.0,7,13
19257,1925,2,0,1200.0,1300.0,2,1350000.0,1.0,2.0,7,25
19259,1910,3,0,2000.0,3300.0,3,1350000.0,1.0,2.0,2,14
19260,1931,6,0,2500.0,4875.0,6,1350000.0,1.0,3.0,4,5
19337,1925,1,0,4000.0,2660.0,1,1349000.0,2.0,2.5,12,1
19338,1901,2,0,1700.0,2142.0,2,1349000.0,1.0,2.0,3,27
19346,1931,4,0,2033.0,3120.0,4,1346400.0,1.0,2.0,7,24
19348,1920,1,0,8667.0,5145.0,1,1346000.0,1.0,2.5,4,7
19368,1910,2,0,2000.0,3120.0,2,1345000.0,1.0,2.0,8,4
19370,1925,1,0,4000.0,1864.0,1,1345000.0,2.0,2.0,4,6
19424,1920,1,0,1800.0,1560.0,1,1340000.0,1.0,2.0,3,1
19425,1910,2,0,2000.0,2700.0,2,1340000.0,1.0,2.0,3,16
19427,1920,2,1,2000.0,3000.0,3,1340000.0,1.0,3.0,7,6
19455,1925,1,0,3025.0,1472.0,1,1337500.0,2.0,2.0,7,11
19462,1901,2,0,1599.0,2408.0,2,1337000.0,1.0,2.0,12,1
19463,1899,3,0,1600.0,2560.0,3,1337000.0,1.0,3.0,10,25
19495,1930,2,0,2250.0,2088.0,2,1335000.0,2.0,2.0,5,8
19496,1930,4,0,2003.0,2600.0,4,1335000.0,1.0,2.0,10,3
19498,1901,1,0,1983.0,1272.0,1,1335000.0,1.0,2.5,4,26
19500,1940,3,0,2450.0,2560.0,3,1335000.0,2.0,2.0,12,7
19501,1905,2,0,1878.0,1920.0,2,1335000.0,1.0,2.0,9,21
19571,1920,2,0,3000.0,2296.0,2,1330000.0,2.0,2.5,12,19
19572,1920,2,0,2458.0,2680.0,2,1330000.0,2.0,2.0,9,28
19573,1931,1,0,2000.0,3300.0,1,1330000.0,1.0,3.0,2,17
19574,1901,2,0,2000.0,1920.0,2,1330000.0,1.0,2.0,9,20
19575,1930,2,0,1552.0,1900.0,2,1330000.0,1.0,2.0,6,15
19576,1920,3,0,3000.0,3228.0,3,1330000.0,1.0,2.75,3,9
19578,2004,3,0,2000.0,4800.0,3,1330000.0,1.0,3.0,5,22
19579,1905,1,0,2555.0,3004.0,1,1330000.0,2.0,2.0,9,28
19580,1931,2,1,1600.0,3000.0,3,1330000.0,1.0,3.0,12,28
19582,1935,1,0,3000.0,2046.0,1,1330000.0,2.0,2.0,2,8
19584,1927,6,0,2504.0,4530.0,6,1330000.0,1.0,3.0,8,3
19614,1899,2,0,1875.0,2139.0,2,1326600.0,1.0,2.0,7,19
19622,1925,2,0,4000.0,2925.0,2,1325500.0,2.0,2.0,1,24
19739,1920,2,0,2000.0,1480.0,2,1325000.0,2.0,2.0,7,31
19740,1899,2,0,2000.0,2400.0,2,1325000.0,1.0,2.0,8,21
19741,1899,2,0,1020.0,2100.0,2,1325000.0,1.0,2.0,8,21
19742,1899,2,0,1667.0,2100.0,2,1325000.0,1.0,2.0,6,9
19743,1901,3,0,2275.0,3850.0,3,1325000.0,1.0,3.5,3,10
19745,1910,3,0,1960.0,3240.0,3,1325000.0,1.0,2.0,5,1
19747,1905,2,0,2008.0,2260.0,2,1325000.0,1.0,2.0,6,5
19748,1925,2,0,2000.0,2700.0,2,1325000.0,1.0,2.0,1,12
19749,1931,4,0,2800.0,3200.0,4,1325000.0,1.0,2.0,3,23
19750,1923,3,1,1700.0,3808.0,4,1325000.0,1.0,4.0,11,7
19751,1920,4,4,2103.0,4620.0,8,1325000.0,1.0,3.0,4,28
19753,1931,0,3,4000.0,4140.0,3,1325000.0,1.0,2.0,6,30
19756,1930,0,1,2050.0,1980.0,1,1325000.0,1.0,1.0,8,2
19757,1930,1,0,4200.0,1837.0,1,1325000.0,3.0,2.5,8,29
19758,1940,2,0,3120.0,1565.0,2,1325000.0,2.0,2.0,1,26
19759,1955,1,0,4050.0,3115.0,1,1325000.0,1.0,2.5,5,11
19761,1965,2,0,2110.0,2475.0,2,1325000.0,1.0,2.0,11,17
19762,1927,2,1,2000.0,3080.0,3,1325000.0,1.0,2.0,3,24
19763,1910,2,0,2003.0,2880.0,2,1325000.0,1.0,2.0,1,18
19764,1901,3,0,2003.0,3000.0,3,1325000.0,1.0,2.0,11,6
19788,1901,2,0,2000.0,3120.0,2,1324000.0,1.0,2.0,1,10
19804,1901,2,0,2500.0,2322.0,2,1323725.0,1.0,2.0,11,7
19830,1930,3,0,2504.0,2680.0,3,1321500.0,2.0,2.0,11,29
19878,1925,2,0,2500.0,2672.0,2,1320000.0,1.0,2.0,9,6
19879,1899,2,0,1667.0,1902.0,2,1320000.0,1.0,2.0,5,26
19880,1899,2,0,2000.0,2400.0,2,1320000.0,1.0,2.0,11,30
19881,1949,4,1,1600.0,2100.0,5,1320000.0,2.0,3.0,10,27
19882,1915,2,0,2400.0,1992.0,2,1320000.0,2.0,2.0,11,13
19883,1925,2,0,2500.0,2480.0,2,1320000.0,1.0,2.0,3,15
19884,2002,3,0,1574.0,3540.0,3,1320000.0,1.0,3.0,4,17
19885,1925,3,0,2357.0,3036.0,3,1320000.0,1.0,3.0,8,30
19886,1970,3,0,2467.0,3020.0,3,1320000.0,1.0,3.0,11,21
19891,1915,2,0,2000.0,3420.0,2,1320000.0,1.0,2.0,11,10
19892,1931,4,0,2544.0,2870.0,4,1320000.0,1.0,2.0,6,16
19893,1915,1,0,4000.0,2470.0,1,1320000.0,1.0,2.5,10,24
19896,1930,2,0,4000.0,2608.0,2,1320000.0,2.0,2.0,2,27
19897,1930,2,0,2200.0,3194.0,2,1320000.0,2.0,2.0,1,3
19933,1910,2,0,2003.0,2648.0,2,1316945.0,1.0,2.0,8,3
19941,1925,2,0,3100.0,2600.0,2,1315500.0,2.0,2.0,7,20
19965,1991,2,0,1983.0,1784.0,2,1315000.0,1.0,2.0,3,14
19966,1899,2,0,1667.0,2001.0,2,1315000.0,1.0,2.0,5,31
19968,1930,2,0,1649.0,2021.0,2,1315000.0,1.0,2.0,5,25
19973,1899,1,0,2200.0,1608.0,1,1315000.0,1.0,2.0,3,28
20052,1899,2,0,2000.0,3210.0,2,1310000.0,1.0,2.0,8,17
20053,1930,4,1,1600.0,3120.0,5,1310000.0,1.0,3.0,8,10
20054,1930,3,0,1933.0,3245.0,3,1310000.0,1.0,2.0,1,25
20056,1920,3,0,2000.0,3120.0,3,1310000.0,1.0,3.0,7,6
20058,1931,6,0,2700.0,5670.0,6,1310000.0,1.0,3.0,12,11
20076,1935,2,0,2500.0,4080.0,2,1308000.0,2.0,2.0,7,19
20108,1899,2,0,1667.0,3120.0,2,1305000.0,1.0,3.0,4,21
20132,1931,2,1,2000.0,3000.0,3,1303000.0,1.0,3.0,1,31
20138,1931,6,1,1875.0,6000.0,7,1301113.0,1.0,4.0,1,6
20643,1935,2,0,2425.0,3601.0,2,1300000.0,1.0,3.0,6,13
20644,1935,3,0,2368.0,2480.0,3,1300000.0,2.0,2.0,9,20
20645,1915,3,0,5742.0,4194.0,3,1300000.0,2.0,2.75,10,23
20646,1925,1,0,2828.0,1254.0,1,1300000.0,2.0,2.0,10,31
20647,1935,2,1,1756.0,3255.0,3,1300000.0,1.0,3.0,7,27
20648,1925,2,0,2187.0,2018.0,2,1300000.0,2.0,2.0,8,10
20649,1920,2,0,2333.0,2560.0,2,1300000.0,2.0,2.0,3,15
20650,1920,2,0,2700.0,1990.0,2,1300000.0,2.0,2.0,8,1
20651,1931,4,1,2000.0,4500.0,5,1300000.0,1.0,3.0,6,19
20652,1910,0,0,1125.0,2850.0,0,1300000.0,1.0,3.0,12,5
20653,1899,2,0,1500.0,2660.0,2,1300000.0,1.0,2.0,4,28
20654,1910,2,0,1700.0,2400.0,2,1300000.0,1.0,2.0,3,14
20655,2005,2,0,1800.0,2160.0,2,1300000.0,1.0,3.0,7,14
20656,1899,2,0,2000.0,2576.0,2,1300000.0,1.0,2.0,5,11
20657,1901,2,0,1800.0,2552.0,2,1300000.0,1.0,3.0,3,17
20658,1899,3,0,2000.0,3360.0,3,1300000.0,1.0,3.0,9,14
20659,1899,3,0,2400.0,2835.0,3,1300000.0,1.0,3.0,8,15
20660,1899,3,0,1917.0,4036.0,3,1300000.0,1.0,3.0,6,9
20661,1899,3,0,1750.0,2364.0,3,1300000.0,1.0,2.0,11,29
20662,0,0,0,2000.0,0.0,0,1300000.0,0.0,0.0,9,11
20663,1900,4,0,2000.0,3600.0,4,1300000.0,1.0,3.0,3,27
20664,1901,12,0,1950.0,2788.0,12,1300000.0,1.0,3.0,3,27
20665,1930,4,0,1200.0,1600.0,4,1300000.0,1.0,3.0,5,19
20666,1920,2,0,2550.0,2480.0,2,1300000.0,2.0,2.0,10,20
20667,1920,5,0,2500.0,3300.0,5,1300000.0,1.0,3.0,4,7
20668,1931,1,1,1800.0,3200.0,2,1300000.0,1.0,2.0,8,22
20669,1935,1,0,2462.0,1921.0,1,1300000.0,2.0,2.5,4,7
20670,1925,1,0,2120.0,2272.0,1,1300000.0,1.0,2.0,10,24
20671,1905,1,0,2017.0,1880.0,1,1300000.0,1.0,2.0,4,5
20672,1925,1,1,2222.0,1976.0,2,1300000.0,1.0,2.0,3,28
20673,1910,2,0,2000.0,2064.0,2,1300000.0,1.0,2.0,4,28
20674,1931,2,1,1339.0,3240.0,3,1300000.0,1.0,3.0,2,1
20675,1931,4,0,2003.0,2800.0,4,1300000.0,1.0,2.0,1,31
20676,1930,4,0,2003.0,2600.0,4,1300000.0,1.0,2.0,6,22
20677,1920,4,0,2500.0,3900.0,4,1300000.0,1.0,2.0,1,11
20678,1920,4,0,2500.0,3900.0,4,1300000.0,1.0,2.0,1,11
20686,1920,2,0,1600.0,1920.0,2,1300000.0,1.0,2.0,6,22
20687,1910,6,0,2500.0,4725.0,6,1300000.0,1.0,3.0,4,6
20690,1920,2,0,1925.0,1836.0,2,1300000.0,1.0,2.0,8,10
20691,1920,2,0,1925.0,1836.0,2,1300000.0,1.0,3.0,2,3
20692,1901,2,0,1597.0,2535.0,2,1300000.0,1.0,2.0,2,2
20693,1915,2,0,1900.0,3320.0,2,1300000.0,1.0,4.0,9,27
20694,2005,3,0,3066.0,4481.0,3,1300000.0,1.0,3.0,1,24
20695,1899,4,0,2112.0,3672.0,4,1300000.0,1.0,3.0,11,29
20696,1931,4,0,2018.0,3400.0,4,1300000.0,1.0,3.0,9,19
20697,1924,4,0,2500.0,3567.0,4,1300000.0,1.0,2.0,11,16
20700,1914,1,1,3469.0,4000.0,2,1300000.0,1.0,2.0,8,17
20702,1925,2,0,2200.0,2475.0,2,1300000.0,2.0,2.0,2,22
20703,1925,2,0,4000.0,2816.0,2,1300000.0,2.0,2.0,7,31
20704,1940,2,0,2500.0,1767.0,2,1300000.0,1.0,2.0,10,12
20705,1930,3,0,2517.0,2320.0,3,1300000.0,2.0,2.0,8,3
20706,1931,4,0,2385.0,2870.0,4,1300000.0,1.0,2.0,6,15
20707,0,0,0,20483.0,0.0,0,1300000.0,0.0,0.0,1,20
20708,1901,2,0,1500.0,2592.0,2,1300000.0,1.0,3.0,3,20
20709,1910,2,0,5900.0,2597.0,2,1300000.0,2.0,2.5,7,7
20710,1936,6,0,4000.0,6200.0,6,1300000.0,1.0,3.0,8,2
20711,1910,2,0,4100.0,2380.0,2,1300000.0,3.0,2.0,10,16
20712,1920,1,0,1800.0,2328.0,1,1300000.0,1.0,3.0,1,5
20713,1901,2,0,2000.0,2144.0,2,1300000.0,1.0,2.0,11,1
20714,1910,2,0,4000.0,1692.0,2,1300000.0,2.0,2.5,6,29
20715,1901,2,0,4000.0,2184.0,2,1300000.0,2.0,2.5,10,17
20716,1931,4,0,2000.0,3200.0,4,1300000.0,1.0,2.0,8,9
20717,1931,3,0,1600.0,2400.0,3,1300000.0,1.0,3.0,10,4
20722,1960,3,0,2813.0,3361.0,3,1300000.0,1.0,2.0,10,31
20723,1899,1,0,1250.0,1440.0,1,1300000.0,1.0,3.0,4,12
20726,1940,1,0,4000.0,954.0,1,1300000.0,1.0,1.0,12,19
20727,1930,1,0,1968.0,1550.0,1,1300000.0,2.0,2.0,1,9
20728,1927,3,1,2160.0,4725.0,4,1300000.0,1.0,3.0,12,1
20729,1925,1,0,3000.0,1872.0,1,1300000.0,1.0,2.0,2,7
20730,1915,1,0,3500.0,1470.0,1,1300000.0,1.0,2.0,8,21
20731,1977,0,1,2688.0,2688.0,1,1300000.0,1.0,1.0,4,7
20732,1920,1,0,3750.0,2013.0,1,1300000.0,1.0,2.75,7,10
20733,1930,1,0,2100.0,1312.0,1,1300000.0,2.0,2.0,4,24
20734,1925,1,0,2633.0,1556.0,1,1300000.0,1.0,2.0,4,5
20735,1901,2,0,3339.0,1892.0,2,1300000.0,2.0,2.0,5,9
20736,1925,2,0,2950.0,2640.0,2,1300000.0,2.0,2.0,9,12
20738,1931,5,1,2075.0,4140.0,6,1300000.0,1.0,3.0,5,8
20743,1901,3,0,1560.0,1710.0,3,1300000.0,1.0,2.0,1,19
20747,1952,0,0,14553.0,2800.0,0,1300000.0,1.0,1.0,9,12
20748,1901,1,0,4007.0,2180.0,1,1300000.0,1.0,2.0,5,12
20749,1910,2,0,1853.0,2364.0,2,1300000.0,2.0,2.0,10,23
20750,1910,2,0,2003.0,3180.0,2,1300000.0,1.0,2.0,6,12
20751,1899,2,0,2003.0,2832.0,2,1300000.0,1.0,2.0,2,24
20752,1899,3,0,2003.0,2700.0,3,1300000.0,1.0,2.0,1,12
20753,1930,3,0,2003.0,3090.0,3,1300000.0,1.0,2.0,10,31
20754,1901,3,0,2000.0,3060.0,3,1300000.0,1.0,2.0,3,3
20755,1925,6,0,2587.0,4000.0,6,1300000.0,1.0,3.0,8,9
20756,1901,3,0,2000.0,3520.0,3,1300000.0,1.0,2.0,12,11
20891,1901,2,0,1800.0,1716.0,2,1299000.0,1.0,2.0,5,11
20892,1905,2,0,2050.0,3192.0,2,1299000.0,1.0,2.0,3,13
20912,1925,2,0,2500.0,3300.0,2,1297500.0,1.0,2.0,1,23
20949,1931,4,0,2000.0,3200.0,4,1295000.0,1.0,2.0,7,20
20952,1920,2,0,2003.0,2208.0,2,1295000.0,1.0,2.0,4,25
20953,1910,1,0,750.0,1080.0,1,1295000.0,1.0,3.0,5,12
20980,1930,2,0,2350.0,2242.0,2,1290500.0,1.0,2.0,5,25
21016,1920,2,0,2352.0,1900.0,2,1290000.0,2.0,2.0,12,13
21017,1920,2,0,3500.0,1994.0,2,1290000.0,2.0,2.5,6,7
21018,1910,3,0,2000.0,2048.0,3,1290000.0,1.0,2.0,10,10
21019,1910,2,0,1750.0,1839.0,2,1290000.0,1.0,2.0,5,4
21020,1910,2,0,4300.0,1789.0,2,1290000.0,1.0,2.5,11,16
21022,1955,1,0,4800.0,3150.0,1,1290000.0,1.0,2.0,6,20
21025,1920,2,0,2003.0,2048.0,2,1290000.0,1.0,2.0,1,9
21026,1930,2,0,2003.0,2280.0,2,1290000.0,1.0,2.0,1,5
21042,1960,3,0,1917.0,3078.0,3,1288000.0,1.0,3.0,5,26
21044,1965,2,0,2929.0,3630.0,2,1288000.0,1.0,3.0,3,8
21057,1915,4,0,2000.0,3300.0,4,1287000.0,1.0,2.0,4,28
21090,1899,2,0,1900.0,2394.0,2,1285000.0,1.0,2.0,3,10
21091,1899,3,0,2000.0,3600.0,3,1285000.0,1.0,3.0,8,29
21092,1899,3,0,2063.0,1568.0,3,1285000.0,1.0,2.0,7,17
21094,1960,1,0,4200.0,2069.0,1,1285000.0,1.0,2.0,10,3
21116,1920,3,0,1587.0,3480.0,3,1282004.0,1.0,3.0,6,22
21117,1899,3,0,1900.0,2280.0,3,1282000.0,1.0,2.0,6,15
21191,1901,2,0,2000.0,3360.0,2,1280000.0,1.0,3.0,4,7
21192,1899,2,0,1758.0,2940.0,2,1280000.0,1.0,3.0,5,16
21193,1915,3,0,2003.0,2200.0,3,1280000.0,1.0,2.0,11,28
21196,1925,2,0,1875.0,2375.0,2,1280000.0,1.0,2.0,6,19
21198,1956,2,0,2007.0,2771.0,2,1280000.0,1.0,2.0,2,28
21199,1907,3,0,2500.0,4725.0,3,1280000.0,1.0,3.0,2,10
21212,1930,1,0,1638.0,1768.0,1,1279000.0,1.0,2.0,5,4
21213,1925,2,0,2500.0,2292.0,2,1278000.0,2.0,2.0,9,8
21219,1930,2,0,3500.0,1872.0,2,1277000.0,2.0,2.0,1,31
21221,1899,2,0,1667.0,1772.0,2,1276000.0,1.0,2.0,12,11
21345,1899,3,0,1967.0,3540.0,3,1275000.0,1.0,3.0,8,1
21346,1899,3,0,2000.0,3362.0,3,1275000.0,1.0,3.0,3,20
21347,2007,4,0,2037.0,5600.0,4,1275000.0,1.0,4.0,12,21
21348,1905,2,0,2003.0,3308.0,2,1275000.0,1.0,2.0,3,20
21349,1920,2,0,2003.0,2088.0,2,1275000.0,1.0,2.0,12,13
21350,1920,2,0,2000.0,3216.0,2,1275000.0,1.0,2.0,3,17
21354,1899,2,0,1925.0,2889.0,2,1275000.0,1.0,2.0,7,3
21356,1905,2,1,2000.0,3612.0,3,1275000.0,1.0,2.0,8,1
21357,1915,2,0,2000.0,3300.0,2,1275000.0,1.0,2.0,11,2
21358,1901,3,0,2500.0,3108.0,3,1275000.0,1.0,3.0,11,22
21359,1899,1,0,2400.0,2185.0,1,1275000.0,1.0,2.75,1,23
21360,1915,1,0,3200.0,1980.0,1,1275000.0,1.0,2.5,12,27
21361,1920,3,0,3500.0,3600.0,3,1275000.0,1.0,3.0,9,5
21362,1920,2,0,2500.0,3008.0,2,1275000.0,1.0,2.0,9,6
21364,1899,2,0,2500.0,1440.0,2,1275000.0,2.0,2.0,7,18
21366,1899,2,0,2500.0,2625.0,2,1275000.0,1.0,2.0,4,7
21368,1920,1,0,3300.0,1408.0,1,1275000.0,2.0,2.0,5,19
21369,1925,1,0,3367.0,2574.0,1,1275000.0,2.0,2.5,12,14
21370,1930,2,0,2900.0,2112.0,2,1275000.0,2.0,1.0,10,17
21377,1899,1,0,1933.0,2850.0,1,1275000.0,1.0,3.0,1,18
21378,1910,2,0,2500.0,1710.0,2,1275000.0,1.0,2.0,4,27
21379,1910,2,0,2504.0,1350.0,2,1275000.0,2.0,2.0,6,7
21381,1910,1,0,750.0,1080.0,1,1275000.0,1.0,3.0,1,19
21479,1899,2,1,2000.0,3150.0,3,1270000.0,1.0,2.0,10,18
21480,1920,2,0,1650.0,2256.0,2,1270000.0,1.0,2.0,3,16
21481,1930,2,0,2667.0,2100.0,2,1270000.0,2.0,2.0,12,20
21483,1925,2,1,917.0,1890.0,3,1270000.0,1.0,3.0,7,12
21485,1920,2,0,4000.0,2712.0,2,1270000.0,2.0,2.5,5,10
21486,1931,0,1,1688.0,4950.0,1,1270000.0,1.0,3.0,6,7
21507,1899,2,0,2000.0,1000.0,2,1268000.0,1.0,2.0,8,11
21509,1925,2,0,2475.0,2000.0,2,1268000.0,2.0,2.0,12,22
21527,1910,3,0,2704.0,2600.0,3,1265250.0,1.0,2.0,10,30
21559,1915,3,0,2000.0,3040.0,3,1265000.0,1.0,3.0,1,26
21560,1915,2,0,2300.0,1580.0,2,1265000.0,1.0,2.0,4,21
21561,1925,2,0,4000.0,2552.0,2,1265000.0,2.0,2.75,10,23
21563,1931,4,4,2000.0,5400.0,8,1265000.0,1.0,3.0,3,2
21565,1910,3,1,2633.0,3240.0,4,1265000.0,1.0,3.0,12,21
21576,1910,2,0,1700.0,2040.0,2,1263000.0,1.0,2.0,3,7
21590,1931,6,0,2500.0,5250.0,6,1261893.0,1.0,3.0,1,10
21591,1950,2,0,3000.0,2624.0,2,1261750.0,1.0,1.5,11,21
21660,1970,3,0,2625.0,3661.0,3,1260000.0,1.0,3.0,3,31
21661,1910,2,0,2000.0,3138.0,2,1260000.0,1.0,2.0,1,24
21662,1901,2,0,1983.0,1790.0,2,1260000.0,1.0,2.0,9,13
21664,1940,0,0,2000.0,0.0,0,1260000.0,1.0,1.0,5,8
21667,1920,2,0,2882.0,1552.0,2,1260000.0,2.0,2.0,10,16
21668,1925,2,0,2800.0,2320.0,2,1260000.0,2.0,2.0,2,1
21669,1930,1,0,3000.0,1520.0,1,1260000.0,2.0,2.0,10,5
